timestamp,target_mac,estimation_twcl_rssi_8,estimation_fpl
1734124111.0678604,d81c79de34e1,"(270.0, 387.0)","(65.0, 800.0)"
1734124111.068861,d81c79de34e1,"(270.0, 387.0)","(65.0, 800.0)"
1734124111.0788617,d81c79de34e1,"(270.0, 387.0)","(65.0, 800.0)"
1734124111.079861,d81c79de34e1,"(270.0, 387.0)","(65.0, 800.0)"
1734124111.0818613,d81c79de34e1,"(270.0, 387.0)","(65.0, 800.0)"
1734124111.082862,d81c79de34e1,"(270.0, 387.0)","(65.0, 800.0)"
1734124111.0838623,d81c79de34e1,"(72.36179197942658, 697.3104574528629)","(160.0, 915.0)"
1734124112.328884,d81c79de34e1,"(72.36179197942658, 697.3104574528629)","(160.0, 915.0)"
1734124112.335338,d81c79de34e1,"(72.36179197942658, 697.3104574528629)","(160.0, 915.0)"
1734124112.3383508,d81c79de34e1,"(72.36179197942658, 697.3104574528629)","(160.0, 915.0)"
1734124112.3462906,d81c79de34e1,"(72.36179197942658, 697.3104574528629)","(160.0, 915.0)"
1734124112.3513222,d81c79de34e1,"(72.36179197942658, 697.3104574528629)","(160.0, 915.0)"
1734124112.3551047,d81c79de34e1,"(72.36179197942658, 697.3104574528629)","(160.0, 915.0)"
1734124112.3571558,d81c79de34e1,"(72.36179197942658, 697.3104574528629)","(160.0, 915.0)"
1734124112.3711572,d81c79de34e1,"(70.81550139973204, 599.5184549549742)","(105.0, 885.0)"
1734124112.3815236,d81c79de34e1,"(70.81550139973204, 599.5184549549742)","(105.0, 885.0)"
1734124113.2497592,d81c79de34e1,"(70.81550139973204, 599.5184549549742)","(105.0, 885.0)"
1734124113.2548113,d81c79de34e1,"(70.81550139973204, 599.5184549549742)","(105.0, 885.0)"
1734124113.2588198,d81c79de34e1,"(70.81550139973204, 599.5184549549742)","(105.0, 885.0)"
1734124113.2598202,d81c79de34e1,"(121.50618489492244, 590.1658237802516)","(105.0, 885.0)"
1734124113.2608266,d81c79de34e1,"(133.8912925732075, 595.2160966161025)","(105.0, 885.0)"
1734124113.2843924,d81c79de34e1,"(133.8912925732075, 595.2160966161025)","(105.0, 885.0)"
1734124113.319502,d81c79de34e1,"(133.8912925732075, 595.2160966161025)","(105.0, 885.0)"
1734124113.3210766,d81c79de34e1,"(133.8912925732075, 595.2160966161025)","(105.0, 885.0)"
1734124113.325596,d81c79de34e1,"(162.41769115902434, 626.6847083118215)","(105.0, 880.0)"
1734124113.3285863,d81c79de34e1,"(162.41769115902434, 626.6847083118215)","(105.0, 880.0)"
1734124120.6198874,d81c79de34e1,"(162.41769115902434, 626.6847083118215)","(105.0, 880.0)"
1734124120.620857,d81c79de34e1,"(162.41769115902434, 626.6847083118215)","(105.0, 880.0)"
1734124120.6218576,d81c79de34e1,"(162.41769115902434, 626.6847083118215)","(105.0, 880.0)"
1734124120.6228626,d81c79de34e1,"(162.41769115902434, 626.6847083118215)","(105.0, 880.0)"
1734124120.6313322,d81c79de34e1,"(162.41769115902434, 626.6847083118215)","(105.0, 880.0)"
1734124120.6720085,d81c79de34e1,"(158.0936366272369, 621.9146707410926)","(105.0, 880.0)"
1734124120.7117274,d81c79de34e1,"(158.0936366272369, 621.9146707410926)","(105.0, 880.0)"
1734124120.7127469,d81c79de34e1,"(171.2306019218535, 618.2197834992243)","(245.0, 745.0)"
1734124120.7137368,d81c79de34e1,"(171.2306019218535, 618.2197834992243)","(245.0, 745.0)"
1734124120.723346,d81c79de34e1,"(171.2306019218535, 618.2197834992243)","(245.0, 745.0)"
1734124120.7560844,d81c79de34e1,"(175.21974833669745, 622.8893031982966)","(245.0, 745.0)"
1734124120.7616968,d81c79de34e1,"(175.21974833669745, 622.8893031982966)","(245.0, 745.0)"
